cpf,NPS
12552137601,5
03754821482,2
56532863203,8
66678507207,6
08115562637,8
06029084690,7
68455048905,6
26738997582,8
63410856218,10
88431884886,4
52008943445,4
68105485133,2
01749075326,7
99893544998,8
26831589391,6
57126611013,8
62737158664,2
98864976701,3
76228277200,8
88137702865,9
51961159430,9
08215454429,8
70229604455,6
32701851033,3
67949756705,9
92287772570,9
19966365885,9
07412094890,6
18139890952,5
83780182025,8
43397189551,5
69070562677,3
08564111837,10
24224124670,9
20952004623,8
15265461086,5
33993788664,7
14057861750,5
06304891300,1
82496718306,8
25823868715,7
00794200796,7
49465398403,9
02891416139,9
28463985505,9
47435537926,6
50209700262,9
68768118082,4
71569562059,5
17537030421,4
53194337513,7
04793036147,8
49872839999,8
92192124988,5
38430894853,10
70605664145,5
87758030467,6
68750635140,4
90361332548,3
41107609500,2
43173505808,9
31997179180,9
10065120710,9
04961108022,6
46619639976,8
07676991579,6
07859311046,6
91939284597,7
67972320071,8
24968549865,4
22749545005,4
89203880674,8
53331537799,6
95995946579,5
21707303380,5
79337563606,4
20501508147,6
24739500329,4
34234258300,5
23024102620,4
15347355263,6
89611223390,8
86559630978,6
93842530498,6
28973179144,7
28685787211,2
55877749617,2
90333736370,9
46692548128,5
21478539097,7
78956776679,6
57546027314,7
41514888122,4
43111508307,2
53544439204,3
84044566909,9
07826333741,8
38987751511,5
36637780537,5
29240755306,6
66684590994,9
02259999603,5
63618637195,7
59741218214,4
09702316448,2
33481705832,3
02566212848,3
67163234651,3
72994938707,2
43027169327,1
85977790120,9
47546926327,7
29676291625,4
03248413700,9
68151185686,6
72438070110,2
76563600425,9
12577711832,8
37274220926,2
12418621090,7
42752308337,6
70816470901,1
00633533181,9
06005313177,8
22068155834,8
39386613301,5
15520650659,6
37314950156,3
36497189289,2
41956252541,4
71509976868,6
38903091434,8
36391025762,2
43263039725,9
52450864091,8
35533803300,3
96852701719,9
13023212937,8
83381674285,7
33629344984,7
73471566295,1
77689627021,3
66149828263,8
46747468929,3
71527323021,7
08576665689,4
74916016939,10
23645875069,9
66337050266,9
49724399206,4
01166918327,7
62644886902,9
46119524363,10
64027011651,4
86462252243,9
37281793294,8
30234679190,9
21416141553,6
09377100402,1
09013806953,8
84775965573,9
55356690592,9
51076209149,8
84357978645,8
30505057379,5
97691567103,4
64932898070,7
27148727197,7
78333211682,10
02564347193,9
28715399109,6
56686334111,4
41115931946,8
52569040940,9
83665528968,9
93160875202,5
43772942024,7
95481497379,3
74605233059,6
27642086504,3
67566184407,6
38612590442,3
72927742375,7
33059126690,7
20157201899,9
59626301309,8
67492617607,8
47501111715,2
83099974188,8
92676492136,4
51826068856,4
87189813136,4
29208751082,10
29321840168,10
18458260352,5
40848729706,6
58598831026,0
30324329873,9
39542961871,2
44626714650,6
28314359866,6
92625660937,3
31418186147,7
51554234069,3
16361128466,3
97185948410,3
91025625889,9
89679240894,1
22269405374,10
96727578400,6
46834146512,5
11131290186,6
48706827705,9
88160930640,2
85389097203,4
83215285037,5
67625153800,5
14474430980,3
63480797083,3
50975451090,2
52650167327,7
18826170290,9
43765456276,8
84177225649,4
05313402609,6
65023741664,2
78725686240,6
11022580329,4
05690674486,2
71639282386,8
41436371899,4
92392312699,2
04326093188,1
06684335668,9
70860414590,6
45635020062,4
05347491604,9
24755411050,7
82555989528,3
34396112998,4
10933711883,7
95473820204,4
36848557153,4
61768802971,6
42409036708,8
88127868639,2
69432029360,2
90878844350,8
44812308356,6
40242403310,1
81059551802,9
42694500536,9
34240891680,7
49837354372,1
96273652708,8
17272239778,4
24042269320,5
12163761827,6
20916601080,5
02314290020,4
18513279757,9
24572308454,8
81001841867,9
62030366250,8
54361721300,9
14519515157,4
09226859248,4
62494514711,2
54102252606,2
77119642189,3
52265576719,5
69523668730,4
88788361926,4
68931350333,1
05872105592,1
24728633306,3
02126065065,4
19179202535,8
21310962243,3
72847657045,9
41200928288,8
06678498402,9
36241862308,6
69036289165,5
77566205692,6
34111595022,1
34281139001,3
43830341954,7
90970051409,3
05468356511,1
21568182074,1
96790422781,0
11332288952,9
85725459640,6
06339912958,7
71024817130,3
75242149523,2
51127474715,2
21970546603,8
92758955113,2
68740903800,2
02146296194,9
36715778787,7
11216636567,8
15597371401,6
70827235984,5
09605673053,8
30644212128,6
46147683420,8
20165423579,6
67782659655,4
08931992572,1
50272751618,2
48072791060,9
33682963537,6
33905504456,8
81776655885,3
68512765267,1
89286646402,10
91111096104,9
79817890449,5
63378613700,4
15766053886,4
44446306049,5
00258955244,2
96386396014,2
96262658254,9
63128196478,10
82531106006,9
92098196083,8
27523343899,5
36404120950,4
11791124402,3
21175361747,4
06171366536,2
72240299045,5
15579980272,1
84139080868,6
82351305213,6
31244731595,4
84776863430,4
23461994278,1
37676945909,9
19663955155,8
72084964989,8
85601256209,8
53135525112,8
05053795380,4
81649383193,6
84919665520,8
33077046130,5
17295963987,5
04090742684,3
08805017159,2
64455618538,2
79064771545,9
91030021520,6
63213580023,1
40104145960,2
64229712570,8
29671883958,7
77457314458,6
15833117003,8
30376371536,2
39885472800,5
12356798374,2
63146249162,7
27113072470,2
07875418186,5
56326868505,2
07451066339,1
43629489702,10
86103131073,9
09431814374,8
96661347309,8
23549401221,8
89743251286,5
25720765000,8
24120957950,2
07371009401,8
38822114582,8
77584745784,8
05458971493,4
80263257029,3
39653136143,2
48782455651,1
96443098552,3
91679541030,2
72728498270,9
47414070395,9
49107406517,6
00425488292,3
14236914310,5
07536661460,1
49429659260,2
34268344136,4
49782661228,8
87585756771,7
66708061244,5
94398529845,7
94062607867,5
70104159197,7
49750198093,4
38287232414,3
40793110289,2
91813317038,9
87601467295,7
38497916298,5
02232883736,0
74419754680,1
61766204732,10
19609409709,5
05277402500,4
88358681224,5
25957244600,4
17679298890,2
42599599644,2
10023117729,6
53312661005,2
94101759090,4
25176298384,6
34774332623,3
83190130205,9
05698152829,8
73397855900,7
82176619102,9
28411730972,8
85034465108,3
24189389803,3
46908197425,2
00564350290,1
38503719991,8
05169918763,8
24010783559,7
67430003885,8
96087066292,6
66821719519,6
53560331927,7
03689003040,4
10272405507,5
93429671167,2
14837537430,6
58438458858,3
10569741335,9
28348315217,9
03771070422,9
49641049666,7
70667033670,8
26804085000,6
95493059614,7
60186487681,9
99842673260,6
04413845951,2
60945449003,8
14954277060,2
70705783693,10
09149851756,6
24447232286,8
90310287979,4
50830440569,1
80935118730,4
18133595630,3
16420595525,9
65749025098,4
42901935877,5
89536902699,1
11398986801,2
18097887576,5
43943535304,3
75137651540,2
88157937639,3
39283692969,9
44551166804,9
29732702192,7
64871206009,10
21288665296,9
68341559960,8
91015767630,8
47229812054,7
99576572835,6
94134750911,2
88986456516,3
22036849920,4
51542144710,1
73244913407,9
21388209047,5
88307053498,2
96782741164,4
76741241507,3
13152854790,8
81506185380,7
80032963319,7
47272742305,8
18306178939,4
32064969349,2
57824347753,3
69587413156,1
46753612777,1
51562779699,4
30448360853,10
54566766489,8
04735047662,5
39283199570,5
29800615571,2
81083583298,5
86342556385,7
83000818600,4
70244033064,5
41662411170,2
86008921984,0
63945680409,1
47314976473,2
61368474853,7
83607658129,7
73906375790,6
91452118256,6
37931269780,5
89307464545,5
20599604360,9
87875357772,8
88116162047,9
28123710640,7
72872866027,8
41644859572,8
92248395841,6
94773522844,2
70562271040,9
43318751057,8
97921583598,2
03446945938,2
64883192130,0
34249128911,9
65999497388,8
20331922290,3
70510287662,2
75481386607,2
67548581920,8
32426877448,9
18652057532,8
63983652085,5
37583094500,7
15480940481,8
76044090752,5
97727810509,3
09222161009,9
70518439070,1
55295806618,10
01382412797,8
04938620480,7
48515791951,8
71112125922,10
02035713471,3
32406424251,4
95633432479,5
47417595553,9
87209628940,9
36543588454,3
18343740149,10
82727955901,2
69051502664,7
75512542770,6
82079799681,6
67345957659,9
40381664902,8
69028249834,3
39225014279,8
57627023246,7
44123361315,9
28507251706,7
86376731635,10
25265469664,3
81579039200,8
35558099623,6
13273034696,2
15626244662,3
70462268144,2
71516025296,5
98670766051,3
46419785731,9
58512686111,10
20594389771,10
60740177516,10
09546540803,6
42456075480,5
09150863282,10
18122764517,9
79389701589,10
50291681506,10
46602416103,6
39449883025,9
59736424880,8
09624406391,6
06244795105,1
33053194961,9
79695867839,10
05555727739,10
38264609104,9
78513854409,10
57702992905,2
59660487380,10
68269116394,5
31942268602,8
53694551557,7
88863677409,2
72264085703,8
21696663032,5
93299819925,10
60593297130,10
50968832725,7
53273524120,7
03977397370,4
27819523700,6
10068761627,4
48198077065,3
46056876101,9
12491256509,10
23734151783,8
73454757436,4
94902284006,4
35954429464,6
77422294639,2
43039429019,3
45886792520,1
29858567286,2
87276015360,1
43324913519,10
77908335020,8
61581488815,5
10798334207,10
33720948404,7
13128403317,2
39977180598,1
13717173111,10
89397490907,9
61739970454,9
69472587828,5
44483548816,8
47127058768,3
72216417572,8
82313348407,8
58714939207,10
52362292517,8
87964347403,5
52455574601,5
96606065240,4
74033445021,9
56658833958,2
87411325724,4
97067349966,1
60105485780,10
41721562230,6
94938173506,5
98488402147,5
55732573747,1
55344902174,6
66670808518,6
09608587417,4
95119181848,3
28197931690,2
47725129502,10
78606940933,10
60035624396,10
95873959218,9
32342108966,9
02851553348,5
34264335086,5
27160736001,3
77633691166,8
28981231702,6
95563318591,4
74817006641,3
61554164354,2
16704502360,9
29028227075,10
09345962638,10
22822512027,8
73465495039,8
05070260804,3
69822105371,3
16117768729,3
29047742540,2
85917793204,1
38223116421,3
91334245789,5
98894256537,1
29060320263,9
03265097714,6
53967379485,4
87148552400,4
57871584154,4
56082137183,4
18425476828,6
18268323000,3
35892988040,10
85838252111,7
29328963427,8
06468677505,7
24014843963,9
91062272366,5
62669335195,3
34261923734,10
24501848138,9
97374189729,10
21540641759,9
69274381140,4
99537660109,4
44485645177,4
01739739655,2
41789969832,1
60919191134,10
35996605732,10
79806603907,9
20514607440,8
55534705795,8
42388565200,5
71559835435,2
11659726387,2
47557522567,10
01394884800,5
82691311996,5
64258562629,1
14991537088,10
38240733310,10
37320430967,9
77688936209,9
89696454627,8
55358512560,6
38921878513,3
19358374942,3
07977961261,2
08780572189,10
51494097664,7
26374845358,7
98628950982,5
05911918650,8
23392207187,5
51169666744,3
25214526458,3
71246335166,1
57184090802,10
05120800548,10
64099512304,8
97283512918,7
59272827094,3
90814415237,3
98217392960,5
57867181580,4
35237360564,10
07918158970,10
98868345285,9
73466661781,10
07158796426,9
74080314990,4
98250800435,4
63580688227,3
85031723564,10
13739900660,4
31403526389,6
56022939496,10
69434606683,10
64374906088,9
72311127144,7
28524648457,9
49411631843,5
73280771153,5
30621136930,4
57279083374,10
50902542575,9
73066248143,8
32357071311,6
98482285009,9
11688092587,4
50213060906,2
06913098170,2
07964967304,2
79457727819,10
53242642538,10
06420768390,9
62536667707,6
76755562831,7
33339395764,8
86543627158,6
87496033537,4
82686270349,5
69249269323,5
26573275918,1
98011100076,7
51553234103,5
59597752476,5
41822261864,4
96288743143,5
27102676751,7
20957992750,9
07955151208,4
29462135444,7
15970996270,4
54384807538,3
20344765067,10
47158029026,10
90463766059,10
46558665271,7
54837441793,4
15810213138,6
25129311027,6
05912975150,2
91023121158,10
06330165866,10
37379274996,10
07280123406,9
28931132573,9
32694968422,6
36453804425,8
21017509611,6
17015959151,5
94575757411,4
75833920558,4
67756777239,5
26602562681,4
50622923102,10
06724530709,7
62484337981,7
76627051109,9
57942387399,6
67042549600,3
91928455255,2
59710756320,1
35357485933,10
53259399399,10
37970581609,9
29518779430,7
17634250708,3
33055978285,3
45759833901,4
91403884331,3
66044324087,9
06157276894,10
29751474302,8
97429250114,9
05875256818,8
06562590434,3
59908027140,2
12218231590,10
55165176800,9
08662813712,6
21433080001,8
37003322897,4
55660847021,6
68103903329,7
97051958208,7
63280944856,8
58623945328,6
54614707939,5
86321061395,4
39439457074,10
39438040382,8
25376576914,10
27789431960,8
10090040422,10
76921053326,5
65146040133,8
42473107203,8
01137984406,5
09712316645,4
00767620925,2
01447340442,3
33700968701,2
30451957768,3
82558825534,3
62965754245,1
78656194216,2
55778205880,1
29582923636,1
16188081920,9
04823571509,9
58686395619,7
13723081720,8
21436438101,6
30004132190,5
14716560988,3
45653469904,1
79907075515,10
04768169988,8
57060717480,10
81131765354,8
97054873912,5
61029087164,6
82749680425,5
91872742050,6
49561213770,4
73062604212,6
35973711242,2
22990775617,1
08581670423,3
68611145704,1
68321021948,10
23785847173,6
29618033228,7
42605080161,8
84980425348,3
73377731296,1
68812282105,10
78192365310,6
46060560377,4
56793279882,4
62398471608,2
90618120548,8
46475489530,4
47876989900,5
92751758886,8
91444498363,4
55393543549,5
86449639296,2
43588537902,1
82143395299,7
75367497837,8
52491416840,3
60134778928,6
48963406717,4
91766512232,3
15001418879,1
42163090035,3
15944633360,3
99948532015,10
89532638911,8
02199471128,9
36337922360,7
41034699601,4
73311677234,5
69608437660,4
85507896747,3
93521962601,2
33556434326,10
69709317067,10
69556076778,6
61645345424,6
72239898313,5
06503121989,5
80418472424,10
26423642834,10
13190924899,4
76230391139,4
14281785205,2
28230524882,9
08806220756,4
22395947300,5
72132901694,9
20478768850,2
68785996440,8
86287203161,8
95419666405,4
50573036276,10
79246320344,6
74767753767,4
26032145000,2
57661945878,0
87071553440,10
82012840035,9
83850765903,5
75954508968,5
17768089839,7
12657422357,2
19646300456,7
02369362634,4
89430120476,10
71372711708,10
59574988589,3
58298493303,10
06745847671,6
09441283355,10
37218856608,8
69541329772,10
15066626760,10
05514377660,1
93663439291,6
52959611179,5
10286712024,3
07202455919,1
10245109137,9
09032671448,7
94981942117,6
79428179388,2
40652775829,3
44663453333,4
72201091218,5
17221455953,2
37661894335,5
70526351004,5
04627765738,5
25659202454,7
61752023846,3
97432600562,10
59550178366,7
32584868911,4
99360798410,10
87045069103,10
76799359390,10
74403946402,5
08303736086,3
60148860877,10
49079388459,10
13685283090,10
61537012487,3
24462632591,6
14488112102,5
03142175172,5
88781794185,7
51526384019,8
91122528833,8
37505661868,10
63239791366,9
78765530012,8
73095055650,6
05712198886,5
19277885106,9
90534864023,8
10424624532,9
61851744649,4
00452128994,10
91511455101,7
29391304427,3
88189848453,10
16046154006,7
21190170779,9
56814298309,4
15229107359,10
22836084901,10
37830639655,3
38452696930,5
44391649780,3
01693429217,4
91320330100,9
62341903169,10
06153722105,7
55668473236,10
36533774638,2
04067200706,2
84361424462,2
26078197509,9
43734764203,3
73720376389,9
88214584159,3
48460191362,10
44389982710,6
80205869548,9
